Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002547,Male,Yes,2,Graduate,Yes,7792,6720,376.0,360,0.0,Semiurban,N
LP002548,Female,No,1,Graduate,Yes,10041,4020,283.0,360,,Rural,Y
LP002549,Male,Yes,1,Graduate,No,8508,883,269.0,360,0.0,Rural,Y
LP002550,Male,No,3+,Not Graduate,Yes,13690,1172,385.0,120,0.0,Semiurban,Y
LP002551,Male,No,0,Not Graduate,Yes,2643,9976,274.0,240,0.0,Semiurban,N
LP002552,Female,No,0,Graduate,Yes,14792,7038,361.0,360,1.0,Semiurban,Y
LP002553,Male,Yes,1,Graduate,Yes,1897,5595,77.0,360,1.0,Semiurban,Y
LP002554,Female,No,3+,Not Graduate,No,2145,4674,24.0,360,0.0,Urban,Y
LP002555,Female,Yes,0,Graduate,No,14200,7738,130.0,360,0.0,Semiurban,N
LP002556,Male,Yes,3+,Not Graduate,Yes,9106,8304,384.0,360,0.0,Urban,Y
LP002557,Male,Yes,0,Graduate,Yes,5632,6688,305.0,360,0.0,Urban,Y
LP002558,Male,Yes,0,Graduate,Yes,3734,6542,370.0,360,,Urban,Y
LP002559,Male,Yes,2,Graduate,Yes,14207,8983,284.0,360,0.0,Semiurban,Y
LP002560,Female,Yes,0,Not Graduate,Yes,12464,1315,268.0,360,0.0,Urban,N
LP002561,Female,No,1,Graduate,Yes,11175,3233,114.0,360,0.0,Rural,N
LP002562,Male,No,0,Graduate,Yes,11926,50,370.0,360,0.0,Semiurban,N
LP002563,Male,No,0,Graduate,Yes,14889,143,316.0,180,0.0,Rural,Y
LP002564,Male,Yes,2,Graduate,Yes,11675,3687,326.0,360,1.0,Urban,Y
LP002565,Male,No,1,Graduate,Yes,3462,5801,204.0,120,0.0,Semiurban,Y
LP002566,Female,Yes,1,Graduate,Yes,2309,5252,248.0,360,0.0,Rural,Y
LP002567,Male,No,1,Not Graduate,Yes,7973,5618,336.0,360,,Urban,N
LP002568,Male,No,0,Graduate,Yes,12888,4485,281.0,360,0.0,Urban,Y
LP002569,Male,Yes,1,Not Graduate,Yes,8983,7337,138.0,360,0.0,Semiurban,Y
LP002570,Male,No,3+,Graduate,Yes,14745,8151,253.0,360,0.0,Urban,Y
LP002571,Male,Yes,3+,Graduate,Yes,5915,8116,301.0,360,0.0,Urban,Y
LP002572,Male,Yes,0,Graduate,Yes,8118,3730,221.0,360,0.0,Rural,N
LP002573,Male,Yes,0,Not Graduate,Yes,10205,8940,281.0,180,0.0,Semiurban,Y
LP002574,Male,Yes,3+,Not Graduate,Yes,10025,9066,72.0,360,0.0,Semiurban,Y
LP002575,Female,No,1,Graduate,Yes,14882,2944,336.0,360,0.0,Urban,N
LP002576,,Yes,1,Not Graduate,Yes,12204,4803,180.0,360,0.0,Urban,N
LP002577,Male,Yes,2,Graduate,Yes,13787,1208,263.0,360,0.0,Urban,N
LP002578,Male,Yes,0,Graduate,Yes,6319,3733,113.0,360,0.0,Semiurban,Y
LP002579,Male,No,1,Graduate,Yes,1507,213,59.0,360,0.0,Semiurban,Y
LP002580,Male,No,3+,Graduate,Yes,7315,6566,299.0,240,0.0,Urban,Y
LP002581,Male,No,2,Graduate,No,11695,1818,111.0,360,0.0,Rural,Y
LP002582,Male,No,0,Not Graduate,Yes,13951,3494,320.0,360,1.0,Semiurban,Y
LP002583,Male,Yes,0,Graduate,Yes,9632,485,57.0,360,0.0,Urban,N
LP002584,Male,Yes,0,Not Graduate,Yes,14568,7544,262.0,360,0.0,Semiurban,Y
LP002585,Male,Yes,2,Graduate,Yes,6914,3015,383.0,360,,Urban,N
LP002586,Female,Yes,0,Graduate,Yes,11820,3479,155.0,360,0.0,Semiurban,N
LP002587,Male,No,0,Not Graduate,No,10990,6929,83.0,360,0.0,Semiurban,N
LP002588,Male,Yes,3+,Not Graduate,,14708,6414,362.0,360,0.0,Rural,N
LP002589,Male,No,0,Not Graduate,Yes,4446,5216,382.0,360,,Urban,Y
LP002590,Male,Yes,0,Graduate,,7236,4937,,360,,Urban,N
LP002591,Male,Yes,0,Not Graduate,,3344,3118,326.0,360,0.0,Urban,Y
LP002592,Male,Yes,0,Not Graduate,No,5111,663,281.0,360,0.0,Urban,N
LP002593,Female,No,1,Graduate,Yes,9059,1023,194.0,360,0.0,Rural,N
LP002594,Male,No,3+,Graduate,Yes,9684,6316,196.0,360,,Semiurban,Y
LP002595,Male,No,3+,Graduate,Yes,7186,4442,104.0,360,0.0,Rural,N
LP002596,Male,Yes,1,Graduate,,4565,236,179.0,360,0.0,Urban,Y
LP002597,Male,No,1,Graduate,Yes,10794,6686,201.0,360,0.0,Rural,Y
LP002598,Male,Yes,1,Not Graduate,Yes,2179,3343,55.0,360,0.0,Urban,Y
LP002599,Male,Yes,0,Graduate,Yes,8690,6550,364.0,360,0.0,Rural,N
LP002600,,No,0,Not Graduate,Yes,6847,2125,118.0,360,0.0,Urban,N
LP002601,Female,Yes,3+,Graduate,Yes,14225,7958,245.0,180,0.0,Semiurban,Y
LP002602,Male,No,0,Graduate,Yes,13061,3217,56.0,360,0.0,Urban,Y
LP002603,Male,Yes,0,Graduate,Yes,5547,1955,292.0,360,1.0,Urban,Y
LP002604,Male,Yes,1,Graduate,Yes,14733,6155,291.0,360,0.0,Semiurban,Y
LP002605,Male,No,1,Not Graduate,Yes,12515,7927,205.0,360,0.0,Rural,Y
LP002606,Male,Yes,0,Not Graduate,Yes,1509,228,68.0,360,0.0,Semiurban,Y
LP002607,Male,No,0,Graduate,Yes,13945,4938,113.0,180,1.0,Urban,Y
LP002608,Male,Yes,0,Not Graduate,No,12523,5060,326.0,360,0.0,Urban,N
LP002609,Female,Yes,2,Graduate,Yes,14969,6815,245.0,360,0.0,Urban,Y
LP002610,Male,Yes,0,Graduate,Yes,7963,2886,24.0,360,0.0,Rural,Y
LP002611,Male,Yes,1,Graduate,Yes,13639,6874,372.0,360,0.0,Urban,Y
LP002612,Female,Yes,1,Graduate,Yes,6821,7605,193.0,360,0.0,Rural,Y
LP002613,Male,Yes,3+,Graduate,Yes,5716,2819,202.0,360,0.0,Semiurban,Y
LP002614,Male,No,0,Graduate,Yes,11878,2989,92.0,180,0.0,Semiurban,Y
LP002615,Male,Yes,0,Graduate,Yes,10365,9278,164.0,360,0.0,Rural,Y
LP002616,Male,Yes,1,Not Graduate,Yes,9234,7138,171.0,360,1.0,Semiurban,N
LP002617,Male,Yes,2,Graduate,Yes,9006,1993,75.0,360,0.0,Urban,Y
LP002618,Female,Yes,0,Graduate,Yes,11719,3045,202.0,240,0.0,Urban,Y
LP002619,Male,No,1,Graduate,Yes,2956,6193,141.0,360,0.0,Urban,Y
LP002620,Male,No,0,Not Graduate,Yes,1543,3305,263.0,360,0.0,Semiurban,Y
LP002621,Male,Yes,0,Not Graduate,Yes,8826,1992,223.0,360,0.0,Urban,Y
LP002622,Male,No,1,Not Graduate,Yes,14603,3599,98.0,360,0.0,Semiurban,Y
LP002623,Male,Yes,0,Graduate,Yes,13885,3587,35.0,360,0.0,Urban,Y
LP002624,Male,Yes,3+,Graduate,Yes,13301,1305,145.0,360,0.0,Rural,Y
LP002625,Female,No,2,Not Graduate,Yes,11586,6363,106.0,360,0.0,Semiurban,Y
LP002626,Male,Yes,1,Graduate,Yes,13473,5467,297.0,180,0.0,Rural,Y
LP002627,Male,No,1,Graduate,Yes,9276,4459,385.0,360,0.0,Urban,Y
LP002628,Male,No,1,Graduate,Yes,11978,5087,370.0,360,0.0,Semiurban,N
LP002629,Male,Yes,0,Graduate,Yes,6070,919,62.0,360,0.0,Rural,Y
LP002630,Male,No,3+,Graduate,Yes,4071,8233,98.0,360,0.0,Urban,Y
LP002631,Male,No,3+,Graduate,Yes,11107,1282,296.0,360,0.0,Rural,Y
LP002632,Male,Yes,0,Graduate,Yes,9700,6109,398.0,360,0.0,Urban,N
LP002633,Male,Yes,0,Graduate,Yes,7132,2120,283.0,360,0.0,Urban,Y
LP002634,Male,Yes,0,Not Graduate,Yes,3362,4496,324.0,120,0.0,Semiurban,Y
LP002635,Male,No,2,Graduate,Yes,2733,3150,247.0,120,1.0,Urban,N
LP002636,Female,No,2,Graduate,Yes,4625,5306,144.0,360,0.0,Rural,Y
LP002637,Male,Yes,3+,Graduate,No,6211,1833,125.0,360,0.0,Urban,N
LP002638,Male,Yes,2,Graduate,Yes,3957,7723,249.0,360,1.0,Semiurban,Y
LP002639,Male,Yes,1,Graduate,No,9701,5878,153.0,360,1.0,Semiurban,Y
LP002640,Female,Yes,2,Graduate,Yes,12696,5009,100.0,360,0.0,Semiurban,Y
LP002641,Female,Yes,2,Graduate,Yes,14339,3862,379.0,360,0.0,Urban,N
LP002642,Male,Yes,1,Graduate,Yes,8199,128,128.0,360,1.0,Semiurban,Y
LP002643,Female,Yes,1,Not Graduate,Yes,14667,1345,194.0,360,0.0,Urban,Y
LP002644,Male,Yes,2,Graduate,Yes,9959,7369,183.0,360,1.0,Semiurban,Y
LP002645,Male,Yes,1,Graduate,Yes,8657,7132,144.0,360,,Rural,Y
LP002646,Male,Yes,2,Graduate,Yes,13553,4642,367.0,360,0.0,Urban,Y
LP002647,Male,No,2,Not Graduate,No,4214,3223,396.0,360,1.0,Urban,N
LP002648,Male,Yes,2,Graduate,No,6046,3476,386.0,360,0.0,Semiurban,Y
LP002649,Female,Yes,2,Not Graduate,Yes,12333,5097,42.0,360,0.0,Urban,Y
LP002650,Male,Yes,1,Graduate,No,8864,9627,385.0,120,0.0,Urban,Y
LP002651,Male,Yes,2,Graduate,Yes,8719,8447,350.0,360,0.0,Urban,N
LP002652,Male,Yes,1,Graduate,Yes,13498,5722,81.0,240,0.0,Semiurban,N
LP002653,Male,Yes,0,Graduate,Yes,9136,9945,231.0,360,0.0,Urban,N
LP002654,Male,Yes,0,Graduate,Yes,11083,4746,271.0,240,1.0,Semiurban,Y
LP002655,Male,No,1,Graduate,No,9041,3411,115.0,360,0.0,Semiurban,Y
LP002656,Male,No,1,Graduate,Yes,10774,75,228.0,360,0.0,Semiurban,Y
LP002657,Female,No,3+,Graduate,No,9985,3611,76.0,360,0.0,Rural,Y
LP002658,Male,No,0,Graduate,No,13771,8001,253.0,360,1.0,Semiurban,Y
LP002659,Male,No,0,Not Graduate,Yes,4335,8696,377.0,360,0.0,Urban,N
LP002660,Male,Yes,0,Not Graduate,Yes,9513,3392,345.0,360,1.0,Urban,Y
LP002661,Male,Yes,0,Graduate,Yes,9455,5111,84.0,240,0.0,Semiurban,Y
LP002662,Male,Yes,2,Not Graduate,Yes,14739,6119,312.0,360,0.0,Rural,N
LP002663,Male,Yes,0,Graduate,Yes,14656,2394,343.0,360,1.0,Semiurban,N
LP002664,Female,No,2,Graduate,Yes,5705,1416,350.0,360,0.0,Urban,N
LP002665,Male,Yes,2,Graduate,Yes,3654,7843,36.0,360,0.0,Rural,Y
LP002666,Female,Yes,1,Graduate,No,6608,8431,154.0,360,1.0,Semiurban,N
LP002667,Female,Yes,3+,Graduate,Yes,12036,6053,327.0,360,0.0,Urban,Y
LP002668,Male,Yes,1,Graduate,Yes,5423,1777,149.0,360,0.0,Semiurban,N
LP002669,Female,No,0,Graduate,Yes,11546,6314,56.0,120,1.0,Urban,Y
LP002670,Male,No,3+,Graduate,Yes,7584,5764,269.0,360,0.0,Semiurban,Y
LP002671,Female,Yes,3+,Not Graduate,Yes,8762,4158,76.0,360,1.0,Urban,Y
LP002672,Male,No,0,Not Graduate,Yes,5368,4146,376.0,360,0.0,Urban,N
LP002673,Female,Yes,0,Graduate,Yes,5290,2631,29.0,360,0.0,Semiurban,Y
LP002674,Female,No,0,Graduate,Yes,12724,5440,100.0,360,0.0,Rural,N
LP002675,Female,Yes,0,Graduate,Yes,10536,3389,109.0,360,1.0,Urban,Y
LP002676,Male,Yes,3+,Graduate,Yes,11399,9406,139.0,360,0.0,Urban,Y
LP002677,Male,Yes,1,Graduate,Yes,3507,669,121.0,360,0.0,Semiurban,Y
LP002678,Male,No,0,Graduate,Yes,2773,3561,46.0,360,0.0,Rural,Y
LP002679,Male,No,3+,Graduate,Yes,8373,6233,280.0,240,0.0,Urban,N
LP002680,Male,Yes,1,Graduate,Yes,14126,5541,80.0,360,0.0,Rural,Y
LP002681,Male,Yes,0,Not Graduate,No,11796,7658,155.0,360,,Rural,N
LP002682,Male,No,3+,Not Graduate,Yes,12659,8807,116.0,360,0.0,Semiurban,Y
LP002683,Female,Yes,3+,Graduate,Yes,13934,4658,168.0,360,,Urban,Y
LP002684,Male,Yes,3+,Graduate,Yes,14533,7421,246.0,360,0.0,Urban,N
LP002685,Female,Yes,1,Not Graduate,Yes,14828,9322,296.0,360,0.0,Urban,N
LP002686,Male,Yes,2,Graduate,Yes,8352,7461,326.0,360,0.0,Urban,Y
LP002687,Female,No,0,Graduate,Yes,10904,5630,354.0,180,0.0,Rural,Y
LP002688,Female,No,1,Graduate,Yes,9311,5355,247.0,360,,Urban,Y
LP002689,Male,Yes,3+,Graduate,Yes,11987,9713,334.0,360,1.0,Urban,Y
LP002690,Male,Yes,0,Not Graduate,Yes,11889,8012,268.0,360,0.0,Semiurban,Y
LP002691,Male,No,2,Graduate,Yes,14501,4451,277.0,360,0.0,Rural,Y
LP002692,Male,Yes,1,Graduate,No,12976,2664,333.0,360,0.0,Urban,Y
LP002693,Male,No,0,Graduate,Yes,3764,4862,239.0,360,0.0,Semiurban,Y
LP002694,Male,Yes,2,Graduate,No,3110,8495,255.0,360,,Semiurban,Y
LP002695,Male,Yes,0,Graduate,Yes,11110,1515,39.0,360,,Semiurban,Y
LP002696,Male,No,2,Not Graduate,Yes,3286,583,364.0,120,1.0,Rural,Y
LP002697,Male,No,0,Graduate,Yes,5899,8558,157.0,360,0.0,Urban,N
LP002698,Male,Yes,3+,Graduate,Yes,4982,8650,208.0,360,0.0,Semiurban,Y
LP002699,Male,No,0,Graduate,Yes,8046,119,124.0,360,,Semiurban,N
LP002700,Female,Yes,0,Graduate,Yes,11569,3284,387.0,360,0.0,Rural,Y
LP002701,Male,Yes,0,Graduate,Yes,12599,7908,117.0,360,0.0,Urban,Y
LP002702,Female,No,3+,Graduate,Yes,10071,3254,289.0,360,0.0,Urban,Y
LP002703,Male,No,2,Graduate,Yes,8095,4459,172.0,360,0.0,Urban,N
LP002704,Male,Yes,2,Graduate,Yes,12992,5565,237.0,360,0.0,Rural,Y
LP002705,Male,Yes,1,Graduate,Yes,2193,1968,40.0,360,0.0,Rural,Y
LP002706,Male,Yes,1,Not Graduate,Yes,13268,2531,291.0,360,0.0,Semiurban,Y
LP002707,Male,Yes,0,Graduate,Yes,13837,9043,221.0,360,0.0,Urban,Y
LP002708,Male,Yes,1,Graduate,Yes,11139,6389,,360,1.0,Urban,N
LP002709,Male,No,0,Graduate,Yes,12082,1929,83.0,360,0.0,Semiurban,Y
LP002710,Male,Yes,3+,Graduate,Yes,8525,1943,103.0,360,,Rural,Y
LP002711,Male,No,2,Graduate,Yes,3255,8955,92.0,360,0.0,Rural,Y
LP002712,Male,Yes,1,Graduate,Yes,8533,3296,79.0,360,0.0,Semiurban,Y
LP002713,Male,Yes,0,Graduate,Yes,9193,5276,373.0,180,0.0,Semiurban,N
LP002714,Male,Yes,2,Graduate,Yes,12776,5725,166.0,360,0.0,Rural,Y
LP002715,Male,Yes,0,Graduate,Yes,11571,901,66.0,360,1.0,Rural,Y
LP002716,Male,Yes,0,Graduate,Yes,12501,9710,242.0,360,,Urban,Y
LP002717,Female,No,0,Graduate,No,2347,5965,177.0,240,1.0,Semiurban,N
LP002718,Male,Yes,1,Graduate,Yes,12663,3256,66.0,360,0.0,Semiurban,Y
LP002719,Male,No,2,Not Graduate,Yes,5561,5506,308.0,360,1.0,Semiurban,N
LP002720,Female,Yes,0,Not Graduate,Yes,2695,8933,229.0,360,0.0,Rural,Y
LP002721,Male,No,0,Graduate,Yes,11204,3553,40.0,360,0.0,Urban,Y
LP002722,Male,Yes,1,Graduate,Yes,13594,7432,370.0,360,1.0,Semiurban,Y
LP002723,Male,No,2,Graduate,Yes,6978,1693,338.0,360,0.0,Semiurban,N
LP002724,Male,Yes,0,Graduate,Yes,7832,6495,250.0,360,0.0,Rural,Y
LP002725,Male,No,0,Graduate,No,9654,2129,317.0,360,0.0,Urban,Y
LP002726,Male,No,3+,Graduate,Yes,7148,4011,124.0,360,1.0,Semiurban,Y
LP002727,Male,Yes,3+,Not Graduate,Yes,4820,3252,145.0,360,0.0,Urban,Y
LP002728,Male,Yes,3+,Graduate,Yes,3957,1365,390.0,360,0.0,Urban,Y
LP002729,Female,Yes,3+,Graduate,Yes,13154,8387,318.0,360,0.0,Urban,N
LP002730,Female,No,0,Not Graduate,Yes,4950,6203,87.0,360,0.0,Semiurban,Y
LP002731,Male,Yes,0,Graduate,Yes,9918,150,45.0,360,0.0,Rural,Y
LP002732,Male,Yes,0,Graduate,Yes,3307,5180,180.0,360,0.0,Urban,Y
LP002733,Male,Yes,0,Graduate,Yes,14000,4523,127.0,360,0.0,Urban,Y
LP002734,Male,Yes,3+,Graduate,Yes,1918,7094,308.0,180,0.0,Urban,Y
LP002735,Male,No,2,Graduate,Yes,11567,330,324.0,360,0.0,Semiurban,N
LP002736,Male,Yes,2,Graduate,Yes,4655,3324,103.0,360,0.0,Urban,Y
LP002737,Female,Yes,0,Graduate,Yes,10610,9081,60.0,360,1.0,Rural,Y
LP002738,Male,No,3+,Graduate,Yes,8864,954,219.0,360,0.0,Semiurban,N
LP002739,Male,Yes,3+,Graduate,Yes,14564,7400,55.0,360,0.0,Rural,Y
LP002740,Male,No,0,Not Graduate,Yes,13746,4449,370.0,360,,Semiurban,Y
LP002741,Male,Yes,3+,Graduate,,5318,6360,394.0,360,0.0,Semiurban,N
LP002742,Female,Yes,0,Graduate,Yes,13963,2044,253.0,360,0.0,Rural,Y
LP002743,Male,Yes,0,Graduate,No,4131,5645,261.0,360,0.0,Rural,N
LP002744,Male,No,2,Graduate,Yes,5174,6554,358.0,240,0.0,Urban,Y
LP002745,Male,Yes,2,Graduate,Yes,11037,3599,39.0,360,0.0,Rural,N
LP002746,Male,Yes,0,Not Graduate,Yes,6130,6874,362.0,360,1.0,Semiurban,Y
LP002747,Male,Yes,0,Graduate,Yes,8368,7041,171.0,360,0.0,Urban,N
LP002748,Male,Yes,3+,Not Graduate,Yes,7013,5010,190.0,360,0.0,Semiurban,N
LP002749,Male,No,2,Not Graduate,Yes,3329,3990,235.0,360,1.0,Urban,Y
LP002750,Male,Yes,2,Not Graduate,No,11355,7848,375.0,240,0.0,Semiurban,N
LP002751,Male,No,0,Graduate,Yes,14111,5645,348.0,360,0.0,Rural,Y
LP002752,Male,Yes,0,Not Graduate,No,9776,1575,251.0,360,0.0,Urban,Y
LP002753,,No,0,Graduate,Yes,5312,5019,35.0,360,0.0,Urban,Y
LP002754,Male,Yes,0,Graduate,No,2386,6723,302.0,360,0.0,Rural,Y
LP002755,Male,Yes,0,Graduate,Yes,9094,5754,320.0,360,0.0,Semiurban,N
LP002756,Female,Yes,0,Not Graduate,Yes,13031,2213,184.0,360,,Urban,Y
LP002757,Female,No,1,Graduate,Yes,13899,1226,288.0,360,0.0,Rural,Y
LP002758,Female,Yes,0,Graduate,No,12367,9855,198.0,360,0.0,Rural,Y
LP002759,Male,No,3+,Graduate,Yes,14736,8555,277.0,360,0.0,Urban,N
LP002760,Male,No,0,Graduate,Yes,4297,1947,95.0,360,0.0,Urban,N
LP002761,Male,Yes,1,Graduate,Yes,5647,5544,124.0,360,0.0,Rural,N
LP002762,Male,Yes,0,Not Graduate,Yes,3631,4753,372.0,360,0.0,Urban,Y
LP002763,Female,Yes,1,Not Graduate,Yes,13386,3632,106.0,360,0.0,Semiurban,Y
LP002764,Male,Yes,0,Not Graduate,Yes,4259,5588,334.0,180,,Urban,N
LP002765,Male,No,3+,Graduate,Yes,12470,6658,33.0,360,1.0,Semiurban,N
LP002766,Male,No,2,Graduate,Yes,10432,9466,378.0,360,0.0,Urban,Y
LP002767,Male,Yes,1,Graduate,Yes,4376,9637,,360,0.0,Semiurban,N
LP002768,Male,Yes,0,Graduate,Yes,14212,4827,266.0,360,0.0,Urban,N
LP002769,Male,Yes,1,Graduate,No,14832,6138,385.0,360,0.0,Urban,Y
LP002770,Male,Yes,2,Not Graduate,Yes,11403,5979,260.0,360,0.0,Urban,N
LP002771,Male,No,0,Graduate,Yes,1555,9201,373.0,180,0.0,Urban,N
LP002772,Male,Yes,1,Not Graduate,Yes,4862,5386,28.0,360,0.0,Rural,Y
LP002773,Male,No,3+,Not Graduate,No,12551,5287,43.0,360,0.0,Rural,Y
LP002774,Female,Yes,2,Graduate,Yes,10498,9920,131.0,360,0.0,Semiurban,N
LP002775,Female,Yes,3+,Not Graduate,Yes,4556,8887,316.0,360,,Semiurban,Y
LP002776,Male,Yes,3+,Not Graduate,No,6250,4617,236.0,360,0.0,Urban,N
LP002777,Male,Yes,3+,Graduate,Yes,10698,2384,247.0,360,0.0,Urban,Y
LP002778,Male,Yes,1,Graduate,Yes,6503,9574,51.0,360,,Urban,N
LP002779,Male,No,1,Graduate,Yes,9405,6796,296.0,360,0.0,Semiurban,Y
LP002780,Male,No,2,Graduate,Yes,5603,3605,189.0,360,0.0,Urban,Y
LP002781,Female,Yes,2,Graduate,Yes,7767,7033,250.0,120,0.0,Rural,Y
LP002782,Male,Yes,3+,Graduate,Yes,3281,9920,89.0,360,0.0,Semiurban,N
LP002783,Female,Yes,0,Graduate,Yes,14912,6747,130.0,360,0.0,Rural,Y
LP002784,Male,No,0,Graduate,Yes,2489,8844,108.0,120,0.0,Semiurban,N
LP002785,Male,Yes,0,Graduate,No,13625,7936,21.0,180,0.0,Semiurban,Y
LP002786,Male,No,0,Graduate,Yes,12856,758,75.0,360,0.0,Urban,Y
LP002787,Female,Yes,0,Graduate,Yes,9052,1279,177.0,360,0.0,Semiurban,N
LP002788,Male,Yes,2,Graduate,Yes,6699,441,290.0,360,0.0,Rural,Y
LP002789,Male,No,0,Graduate,Yes,4869,6228,293.0,240,0.0,Urban,N
LP002790,Male,Yes,2,Not Graduate,Yes,11770,7716,51.0,360,0.0,Urban,Y
LP002791,Male,Yes,2,Graduate,Yes,1877,4193,289.0,360,0.0,Urban,N
LP002792,Male,Yes,0,Graduate,No,3877,3970,209.0,360,1.0,Rural,Y
LP002793,Male,Yes,0,Graduate,Yes,7545,1526,229.0,360,0.0,Urban,Y
LP002794,Male,Yes,2,Graduate,Yes,1781,190,327.0,360,0.0,Rural,Y
LP002795,Male,No,2,Graduate,Yes,14823,1873,41.0,360,0.0,Urban,Y
LP002796,Male,No,3+,Graduate,Yes,14426,7958,33.0,360,1.0,Rural,Y
LP002797,Male,Yes,3+,Not Graduate,Yes,4419,7368,225.0,360,1.0,Semiurban,Y
LP002798,Male,No,3+,Not Graduate,Yes,13856,7489,53.0,360,0.0,Urban,N
LP002799,Male,Yes,1,Graduate,Yes,8484,7868,361.0,360,0.0,Semiurban,N
LP002800,Male,Yes,3+,Not Graduate,Yes,5094,8449,75.0,360,0.0,Rural,N
LP002801,Male,Yes,3+,Graduate,Yes,3338,8346,259.0,360,0.0,Semiurban,Y
LP002802,Female,Yes,3+,Not Graduate,Yes,14124,5606,82.0,360,1.0,Semiurban,Y
LP002803,Male,Yes,0,Graduate,Yes,8070,3902,99.0,360,0.0,Urban,Y
LP002804,Male,No,3+,Graduate,Yes,12584,6660,59.0,360,0.0,Rural,Y
LP002805,Male,Yes,1,Graduate,Yes,9906,8085,313.0,360,0.0,Urban,Y
LP002806,Male,Yes,2,Graduate,Yes,6230,2412,298.0,360,1.0,Urban,N
LP002807,Male,Yes,0,Not Graduate,Yes,14210,23,275.0,360,0.0,Urban,Y
LP002808,Male,No,0,Graduate,No,3620,6624,129.0,360,0.0,Urban,N
LP002809,Male,No,0,Graduate,Yes,13485,7958,67.0,360,0.0,Semiurban,Y
LP002810,Male,Yes,0,Graduate,Yes,4370,1741,251.0,360,0.0,Semiurban,Y
LP002811,Male,Yes,0,Graduate,No,2285,3160,101.0,360,,Semiurban,Y
LP002812,Male,Yes,3+,Graduate,Yes,9273,3371,193.0,360,1.0,Urban,Y
LP002813,Male,Yes,0,Not Graduate,No,2437,9252,132.0,360,0.0,Urban,Y
LP002814,Male,Yes,0,Not Graduate,Yes,11381,3351,297.0,360,0.0,Rural,Y
LP002815,Male,Yes,0,Graduate,Yes,13403,460,329.0,360,1.0,Rural,Y
LP002816,Male,Yes,1,Graduate,No,10948,2117,59.0,360,0.0,Urban,Y
LP002817,Female,Yes,0,Graduate,Yes,4612,6356,49.0,360,0.0,Semiurban,Y
LP002818,Male,Yes,0,Not Graduate,Yes,7932,1606,274.0,360,0.0,Urban,Y
LP002819,Male,No,1,Not Graduate,Yes,8198,71,259.0,360,1.0,Rural,Y
LP002820,Male,No,2,Graduate,Yes,8937,6351,202.0,360,0.0,Rural,Y
LP002821,Male,Yes,0,Not Graduate,,6034,706,203.0,120,0.0,Urban,Y
LP002822,Male,Yes,0,Graduate,Yes,11029,1928,61.0,360,0.0,Semiurban,Y
LP002823,Male,Yes,0,Graduate,Yes,7129,2798,146.0,360,0.0,Urban,Y
LP002824,Male,Yes,3+,Not Graduate,Yes,7671,9369,101.0,240,0.0,Urban,Y
LP002825,Male,No,0,Graduate,Yes,9961,8345,252.0,360,0.0,Semiurban,Y
LP002826,Male,Yes,1,Graduate,Yes,2990,29,328.0,360,0.0,Semiurban,Y
LP002827,Male,No,0,Graduate,Yes,7541,5071,211.0,360,0.0,Semiurban,N
LP002828,Male,No,1,Graduate,Yes,11813,3311,20.0,360,0.0,Semiurban,Y
LP002829,Female,Yes,0,Graduate,Yes,11372,6787,381.0,360,0.0,Rural,Y
LP002830,Male,Yes,0,Not Graduate,Yes,6269,1874,226.0,360,0.0,Semiurban,N
LP002831,Male,Yes,1,Graduate,Yes,7889,8428,216.0,360,0.0,Semiurban,Y
LP002832,Female,Yes,0,Not Graduate,Yes,13545,8809,302.0,360,0.0,Semiurban,N
LP002833,Male,Yes,0,Graduate,Yes,10101,1571,36.0,360,0.0,Urban,Y
LP002834,Male,Yes,2,Graduate,No,8141,7213,338.0,120,0.0,Semiurban,N
LP002835,Male,No,3+,Not Graduate,Yes,11133,2437,188.0,360,0.0,Rural,Y
LP002836,,Yes,0,Graduate,Yes,8655,7531,396.0,360,0.0,Urban,Y
LP002837,Male,Yes,2,Graduate,Yes,11950,581,205.0,240,0.0,Rural,Y
LP002838,Male,Yes,3+,Graduate,Yes,10483,2254,141.0,360,0.0,Semiurban,N
LP002839,Male,No,3+,Graduate,Yes,6842,5852,243.0,360,0.0,Semiurban,N
LP002840,Female,Yes,1,Graduate,Yes,1859,600,146.0,360,0.0,Rural,Y
LP002841,Male,No,2,Not Graduate,Yes,6177,9170,185.0,360,0.0,Semiurban,N
LP002842,Male,Yes,0,Not Graduate,Yes,6639,8706,141.0,360,0.0,Urban,Y
LP002843,Male,Yes,1,Graduate,Yes,10114,809,341.0,360,0.0,Semiurban,Y
LP002844,Male,Yes,0,Not Graduate,No,9812,2485,239.0,120,0.0,Rural,Y
LP002845,Male,Yes,0,Not Graduate,,3720,7398,298.0,360,0.0,Urban,Y
LP002846,Female,No,1,Not Graduate,Yes,5629,1446,167.0,360,0.0,Urban,N
LP002847,Male,Yes,0,Graduate,Yes,12657,468,311.0,360,0.0,Urban,Y
LP002848,Male,No,2,Graduate,Yes,9762,629,266.0,360,1.0,Urban,N
LP002849,Male,Yes,1,Graduate,Yes,14332,3382,207.0,360,0.0,Rural,N
LP002850,Female,Yes,1,Graduate,No,14755,6538,,360,0.0,Urban,Y
